2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,3.62,0
0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.12,0,3.35,0
0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,2.24,0
0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,2.2,0
0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,2.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0
0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.94,0
0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.5,0.59,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.83,0,0,0,0,1.69,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.35,0,0,0,0,1.89,0,0,0,0,0,0,0,0
0,0.83,0,0,0,0,4.02,0,0,0,0,1.61,0,0,0,6.38,0,0,0,0
0,0.71,3.15,0,0,0,4.21,0,0,0,0,1.3,0,0,0,10.12,0,0,0,0
0,1.34,4.96,0,0,0,4.45,0,0,0,0,0.98,0,0,0,9.13,0,0,1.81,0
0,1.89,4.53,0,0,0,4.41,0,0,0,0,0.75,0,0,0,8.43,0,0,1.65,0
0,2.05,1.73,0,0,0,3.94,0,0,0,0,0.24,0,0,0.08,7.8,0,0,0.12,0
0,1.22,1.69,0,0,0,3.31,0,0,0,0,0,0,0,4.72,4.21,0,0,3.94,0
0,2.32,0.83,0,0,0,2.99,0,0,0,0,0,0,0,5.75,3.98,0,0,3.19,0
0,3.58,0,0,0,0,2.95,0,0,0.08,0,0,0,0,5.24,3.5,0,0,2.56,0
0,3.5,0,0,0,0,2.09,0,0,0,0,0,0,0,4.69,2.64,0,0,2.24,0
0,1.3,0,0,0,0,1.14,0,0,0,0,0,0,0,4.33,1.26,0,0,2.13,0
0,0,0,0,0,0,0,0,0,1.61,0,0,0.75,0,4.02,0,0,0,2.09,0
0,0,0,0,0,0,0,0,0,1.69,0,0,1.26,0,3.82,0,0,0,2.05,0.24
0,0,0,1.3,0,0,0,0,0,1.54,0,0,0.87,0,1.54,0,0,0,2.56,0.24
0,0,0,0.91,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0.24,2.6,0
0,0,0,0.08,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0.16,1.5,0
0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,1.57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,1.73,0
0,0,0,0,0.51,0,0,0,0,0,0,4.45,0,0,0,0,0,11.89,1.73,0
0,0,0,0,4.06,0,0,0,0,0,0,5.94,0,0,0,0,0,10.63,1.73,0
0,0,0,0,5.04,0,0,0,2.13,0,0,5.91,0,0,0,0,0,13.82,1.65,0
0,0,0,0,5.28,0,0,0,3.58,0,0,5.83,0,0,0,0,0,15.16,1.54,0
0,0,0,0,5.08,0,0,0,3.66,0,0,0.71,0,0,0,0,0,14.25,1.42,0
0,0,0,0,4.8,0,0.47,0,3.15,0,0,0,0,0,0,0,0,10.47,1.38,0
0,0,0,0,11.85,0,1.46,0,4.33,0.12,0,0,0,0.16,0,0,0,5.04,1.3,0
0,0,0,0,14.84,0,1.89,0,,0,0,0,0,0.71,0,0,0,2.76,0.63,0
0,0,0,0,14.92,0,1.5,0,9.06,0,0,0,0,0.71,0,0,0,1.65,0,0
0,0,0,0,11.65,1.3,2.6,0,10.08,0,0,0,0,0.63,0,0,0,0,0,0
0,0,0,0,12.6,0.04,2.56,0,11.26,0,0,1.22,0,0.43,0,0.12,0,0.24,0,0
0,0,0,0.2,10.04,0,1.93,0,15.63,0,1.14,3.58,1.77,0,0,0.55,0,11.46,0,0
0,0,0,0.43,10.2,0,0.2,0,15.63,0,1.26,3.78,1.73,0,0,0.59,0,16.77,0,0
0,0,0,2.48,11.18,0,0,0,18.94,0,1.22,3.62,1.65,0,0.16,0.55,0,26.54,0,0
0,0,0.75,6.02,12.01,0,0,0,19.09,0,0.83,2.99,1.5,0,0.12,0.51,0,26.5,0,0
0,0,0.2,4.41,10.39,0,0,0,19.53,0,0.08,3.23,0.16,0,0.04,0.39,0,23.66,0,0
0,0,0,1.89,7.44,0.31,4.88,0,19.96,0,0.16,3.43,0,0,0,0.2,0,21.85,0,0
0,0,0,3.46,7.2,0.43,5.79,0,20.08,0,0.08,3.46,0,0,0,0.08,0,17.8,0,0
